transaction_id,manga_title,genre,condition,payment_method,customer_type,publisher,price,quantity,volume_number,transaction_date,restock_date
TXN-00219,Tokyo Ghoul,Sci-Fi,Second-Hand,GCash,Walk-in,Kodansha,342.33,1,46,2024-04-07,2024-03-25
TXN-00220,Mob Psycho 100,Sci-Fi,Brand New,GCash,Walk-in,Seven Seas,432.15,1,4,2023-05-04,2023-04-26
TXN-00221,Fullmetal Alchemist,Horror,Brand New,GCash,Walk-in,Kadokawa,345.93,1,45,2023-09-11,2023-08-14
TXN-00222,One Piece,Sci-Fi,Brand New,GCash,Walk-in,Shueisha,305.74,2,20,2023-08-19,2023-07-25
TXN-00223,Chainsaw Man,Romance,Second-Hand,Debit Card,Walk-in,Seven Seas,92.15,4,17,2023-03-07,2023-02-21
TXN-00224,Dragon Ball,Fantasy,Second-Hand,Debit Card,Online,Shueisha,215.47,5,7,2023-12-13,2023-12-11
TXN-00225,Dragon Ball,Slice of Life,Brand New,GCash,Walk-in,Viz Media,169.34,3,4,2023-01-22,2023-01-11
TXN-00226,Black Clover,Action,Second-Hand,Credit Card,Walk-in,Seven Seas,159.8,3,29,2024-08-25,2024-08-01
TXN-00227,Vinland Saga,Drama,Brand New,Maya,Online,Dark Horse,487.85,2,14,2024-07-21,2024-07-05
TXN-00228,Mob Psycho 100,Fantasy,Second-Hand,Maya,Walk-in,Yen Press,226.89,1,3,2023-08-24,2023-08-01
TXN-00229,Jujutsu Kaisen,Slice of Life,Second-Hand,GCash,Walk-in,Yen Press,451.42,2,24,2024-08-25,2024-07-26
TXN-00230,Mob Psycho 100,Comedy,Brand New,GCash,Online,Viz Media,334.01,4,37,2023-08-14,2023-07-19
TXN-00231,JoJo's Bizarre Adventure,Romance,Second-Hand,Cash,Online,Kadokawa,407.67,4,16,2023-01-08,2022-12-26
TXN-00232,Demon Slayer,Sports,Brand New,Maya,Online,Kodansha,276.19,5,4,2023-03-14,2023-03-01
TXN-00233,Berserk,Slice of Life,Brand New,Cash,Online,Kodansha,309.61,5,24,2024-12-25,2024-12-03
TXN-00234,Chainsaw Man,Romance,Brand New,GCash,Walk-in,Dark Horse,271.63,4,34,2024-10-08,2024-09-12
TXN-00235,Mob Psycho 100,Mystery,Brand New,Cash,Online,Viz Media,137.86,4,30,2023-03-02,2023-02-03
TXN-00236,Attack on Titan,Sports,Second-Hand,Cash,Walk-in,Viz Media,375.1,4,18,2023-08-23,2023-08-02
TXN-00237,JoJo's Bizarre Adventure,Sci-Fi,Second-Hand,GCash,Walk-in,Kadokawa,176.35,2,19,2023-03-11,2023-03-06
TXN-00238,Naruto,Sci-Fi,Brand New,Maya,Walk-in,Seven Seas,60.94,4,31,2023-02-02,2023-01-17
TXN-00239,Hunter x Hunter,Sports,Second-Hand,Cash,Walk-in,Kodansha,340.46,3,19,2023-12-05,2023-12-03
TXN-00240,Vinland Saga,Comedy,Second-Hand,GCash,Walk-in,Seven Seas,129.7,1,49,2023-03-14,2023-03-09
TXN-00241,Tokyo Ghoul,Comedy,Brand New,Cash,Online,Viz Media,473.21,4,46,2024-06-10,2024-05-24
TXN-00242,Jujutsu Kaisen,Comedy,Second-Hand,Cash,Walk-in,Seven Seas,479.27,1,19,2023-09-01,2023-08-13
TXN-00243,Attack on Titan,Slice of Life,Brand New,GCash,Walk-in,Yen Press,461.69,2,22,2023-10-13,2023-10-02
TXN-00244,Naruto,Drama,Second-Hand,GCash,Walk-in,Dark Horse,216.57,1,24,2024-11-16,2024-10-19
TXN-00245,Chainsaw Man,Slice of Life,Brand New,Cash,Walk-in,Kodansha,56.96,2,45,2024-05-12,2024-05-08
TXN-00246,Tokyo Ghoul,Horror,Brand New,GCash,Online,Kadokawa,467.74,3,12,2023-08-08,2023-07-11
TXN-00247,JoJo's Bizarre Adventure,Action,Brand New,Cash,Walk-in,Dark Horse,242.68,2,30,2024-07-06,2024-06-08
TXN-00248,Dragon Ball,Sports,Brand New,GCash,Walk-in,Shueisha,484.99,2,38,2023-05-16,2023-05-01
TXN-00249,Vinland Saga,Fantasy,Brand New,Maya,Walk-in,Yen Press,483.63,5,31,2024-08-07,2024-08-03
TXN-00250,Fullmetal Alchemist,Action,Brand New,Maya,Online,Kadokawa,433.85,4,36,2024-08-13,2024-07-27
TXN-00251,One-Punch Man,Mystery,Brand New,GCash,Walk-in,Dark Horse,182.5,4,19,2024-04-29,2024-03-30
TXN-00252,Mob Psycho 100,Slice of Life,Second-Hand,GCash,Walk-in,Viz Media,223.29,3,48,2023-09-06,2023-08-22
TXN-00253,Mob Psycho 100,Slice of Life,Brand New,Maya,Walk-in,Shueisha,433.01,3,45,2024-04-29,2024-04-28
TXN-00254,Chainsaw Man,Romance,Brand New,Cash,Walk-in,Kadokawa,192.61,4,36,2024-02-21,2024-01-28
TXN-00255,Attack on Titan,Action,Brand New,Debit Card,Walk-in,Viz Media,126.27,5,30,2023-07-14,2023-07-09
TXN-00256,Hunter x Hunter,Romance,Brand New,Maya,Online,Yen Press,300.56,4,49,2023-04-07,2023-03-24
TXN-00257,JoJo's Bizarre Adventure,Fantasy,Second-Hand,Cash,Online,Shueisha,471.27,5,33,2023-04-10,2023-03-13
TXN-00258,Attack on Titan,Romance,Second-Hand,Cash,Online,Kodansha,363.21,3,18,2024-11-05,2024-10-15
TXN-00259,Berserk,Action,Brand New,Maya,Walk-in,Viz Media,306.53,1,49,2024-03-17,2024-03-12
TXN-00260,My Hero Academia,Sports,Brand New,GCash,Walk-in,Dark Horse,93.73,3,28,2023-12-29,2023-12-26
TXN-00261,Fullmetal Alchemist,Mystery,Second-Hand,Cash,Walk-in,Seven Seas,326.75,3,47,2024-03-09,2024-02-22
TXN-00262,Bleach,Slice of Life,Brand New,Cash,Online,Kadokawa,495.52,2,11,2024-02-25,2024-01-30
TXN-00263,Vinland Saga,Fantasy,Second-Hand,GCash,Online,Shueisha,113.04,2,45,2024-04-23,2024-04-14
TXN-00264,Berserk,Slice of Life,Brand New,Credit Card,Online,Viz Media,283.25,2,33,2023-02-25,2023-02-14
TXN-00265,Black Clover,Horror,Second-Hand,Credit Card,Walk-in,Kodansha,444.82,2,17,2024-11-20,2024-10-31
TXN-00266,Spy x Family,Mystery,Brand New,Maya,Walk-in,Seven Seas,383.35,5,6,2024-10-31,2024-10-08
TXN-00267,Bleach,Drama,Brand New,Cash,Walk-in,Kadokawa,363.66,4,4,2024-10-23,2024-10-10
TXN-00268,Chainsaw Man,Romance,Second-Hand,GCash,Online,Kadokawa,366.12,1,20,2023-04-11,2023-03-21
TXN-00269,Fullmetal Alchemist,Sci-Fi,Brand New,GCash,Online,Viz Media,211.77,3,48,2023-03-04,2023-03-01
TXN-00270,My Hero Academia,Action,Brand New,GCash,Online,Kodansha,182.12,5,47,2024-02-17,2024-01-20
TXN-00271,Fullmetal Alchemist,Slice of Life,Brand New,Cash,Walk-in,Yen Press,414.21,1,27,2023-12-14,2023-12-03
TXN-00272,Jujutsu Kaisen,Romance,Brand New,Maya,Walk-in,Seven Seas,414.55,5,15,2023-04-22,2023-03-25
TXN-00273,Black Clover,Fantasy,Brand New,Debit Card,Online,Yen Press,440.18,5,6,2023-09-12,2023-08-21
TXN-00274,Attack on Titan,Slice of Life,Brand New,GCash,Online,Shueisha,460.96,3,47,2023-07-16,2023-06-18
TXN-00275,Jujutsu Kaisen,Drama,Brand New,Credit Card,Walk-in,Viz Media,280.1,4,14,2023-07-14,2023-06-26
TXN-00276,Dragon Ball,Mystery,Brand New,Cash,Walk-in,Seven Seas,275.68,2,11,2024-07-03,2024-06-20
TXN-00277,One Piece,Mystery,Second-Hand,GCash,Walk-in,Shueisha,409.23,4,39,2024-04-04,2024-03-24
TXN-00278,Berserk,Slice of Life,Brand New,Credit Card,Walk-in,Yen Press,342.48,3,9,2023-05-24,2023-05-03
TXN-00279,Fullmetal Alchemist,Fantasy,Brand New,GCash,Walk-in,Seven Seas,365.89,3,26,2024-03-08,2024-02-14
TXN-00280,Fullmetal Alchemist,Mystery,Second-Hand,Maya,Online,Kadokawa,408.11,3,16,2023-07-07,2023-06-08
TXN-00281,Demon Slayer,Mystery,Brand New,Credit Card,Walk-in,Shueisha,450.5,1,5,2023-10-13,2023-09-18
TXN-00282,Tokyo Ghoul,Drama,Brand New,GCash,Walk-in,Kodansha,202.1,4,10,2024-04-18,2024-04-02
TXN-00283,Naruto,Action,Brand New,Credit Card,Walk-in,Dark Horse,219.01,4,3,2023-09-13,2023-08-16
TXN-00284,Dragon Ball,Fantasy,Brand New,Cash,Online,Yen Press,92.29,5,13,2023-03-19,2023-03-01
TXN-00285,Jujutsu Kaisen,Fantasy,Brand New,GCash,Online,Yen Press,310.23,5,43,2024-03-29,2024-03-27
TXN-00286,Jujutsu Kaisen,Sports,Brand New,GCash,Walk-in,Kodansha,66.17,5,49,2024-07-17,2024-06-27
TXN-00287,Jujutsu Kaisen,Sports,Brand New,GCash,Online,Seven Seas,259.52,3,30,2023-04-11,2023-04-08
TXN-00288,One Piece,Mystery,Brand New,Credit Card,Online,Seven Seas,294.19,4,45,2023-02-21,2023-02-13
TXN-00289,Fullmetal Alchemist,Sci-Fi,Brand New,GCash,Walk-in,Seven Seas,178.94,3,6,2024-10-29,2024-10-08
TXN-00290,Death Note,Sports,Brand New,Credit Card,Walk-in,Shueisha,315.87,1,17,2024-07-07,2024-06-15
TXN-00291,My Hero Academia,Mystery,Brand New,GCash,Online,Viz Media,63.73,5,45,2023-01-16,2022-12-17
TXN-00292,Dragon Ball,Comedy,Second-Hand,GCash,Online,Kadokawa,66.81,3,19,2023-04-06,2023-03-27
TXN-00293,Black Clover,Horror,Brand New,Debit Card,Online,Dark Horse,420.17,3,42,2023-08-31,2023-08-23
TXN-00294,Bleach,Horror,Brand New,Cash,Online,Viz Media,212.09,1,35,2023-06-20,2023-05-27
TXN-00295,Demon Slayer,Fantasy,Brand New,Cash,Online,Viz Media,107.18,2,46,2024-02-21,2024-02-18
TXN-00296,Chainsaw Man,Sci-Fi,Brand New,GCash,Walk-in,Kodansha,285.01,4,26,2024-05-12,2024-04-28
TXN-00297,Chainsaw Man,Drama,Brand New,Cash,Walk-in,Shueisha,396.5,2,5,2024-05-07,2024-05-03
TXN-00298,Death Note,Action,Brand New,Cash,Walk-in,Yen Press,147.12,5,29,2023-08-07,2023-07-13
TXN-00299,Naruto,Sports,Second-Hand,Credit Card,Walk-in,Yen Press,330.3,3,37,2024-02-15,2024-01-25
TXN-00300,Dragon Ball,Comedy,Brand New,GCash,Online,Kodansha,88.41,1,20,2023-03-02,2023-02-07
TXN-00301,Tokyo Ghoul,Mystery,Second-Hand,GCash,Online,Shueisha,73.26,1,49,2023-06-18,2023-05-21
TXN-00302,Bleach,Sci-Fi,Brand New,Maya,Online,Kodansha,289.11,4,21,2024-01-24,2024-01-20
TXN-00303,Jujutsu Kaisen,Fantasy,Brand New,GCash,Walk-in,Yen Press,293.29,2,10,2023-01-03,2022-12-19
TXN-00304,JoJo's Bizarre Adventure,Sports,Brand New,Debit Card,Online,Viz Media,336.84,4,5,2024-02-04,2024-01-29
TXN-00305,Hunter x Hunter,Sci-Fi,Brand New,Cash,Walk-in,Kadokawa,376.74,3,36,2023-09-29,2023-09-06
TXN-00306,Chainsaw Man,Sports,Brand New,GCash,Walk-in,Seven Seas,489.13,4,6,2024-04-10,2024-03-31
TXN-00307,Vinland Saga,Action,Brand New,Debit Card,Online,Shueisha,282.34,1,26,2023-10-20,2023-09-21
TXN-00308,Hunter x Hunter,Action,Brand New,GCash,Online,Dark Horse,195.33,1,4,2024-03-09,2024-03-08
TXN-00309,Spy x Family,Drama,Second-Hand,Credit Card,Online,Dark Horse,407.83,5,39,2024-12-14,2024-12-12
TXN-00310,Jujutsu Kaisen,Horror,Second-Hand,GCash,Walk-in,Viz Media,171.87,5,39,2024-07-23,2024-07-12
TXN-00311,Attack on Titan,Romance,Brand New,Cash,Walk-in,Kodansha,247.54,3,35,2024-11-08,2024-10-13
TXN-00312,Demon Slayer,Romance,Brand New,GCash,Walk-in,Kodansha,85.31,2,1,2024-05-13,2024-05-11
TXN-00313,One Piece,Sports,Brand New,GCash,Walk-in,Yen Press,61.41,4,24,2023-06-08,2023-05-29
TXN-00314,JoJo's Bizarre Adventure,Drama,Brand New,Debit Card,Online,Viz Media,483.19,3,36,2023-07-14,2023-07-02
TXN-00315,Dragon Ball,Romance,Brand New,Cash,Online,Yen Press,426.19,5,6,2023-10-31,2023-10-19
TXN-00316,Spy x Family,Fantasy,Brand New,Maya,Online,Yen Press,363.19,4,41,2023-08-11,2023-07-28
TXN-00317,Hunter x Hunter,Romance,Brand New,Maya,Walk-in,Dark Horse,234.03,5,46,2023-03-01,2023-02-24
TXN-00318,Bleach,Slice of Life,Brand New,Cash,Online,Yen Press,127.98,4,44,2024-08-16,2024-08-08
TXN-00319,Bleach,Mystery,Second-Hand,GCash,Walk-in,Seven Seas,120.4,2,31,2024-07-09,2024-06-22
TXN-00320,Vinland Saga,Drama,Second-Hand,Debit Card,Online,Yen Press,162.61,3,20,2023-03-04,2023-02-18
TXN-00321,Demon Slayer,Fantasy,Second-Hand,Maya,Walk-in,Dark Horse,297.15,4,24,2023-11-18,2023-10-30
TXN-00322,JoJo's Bizarre Adventure,Sci-Fi,Brand New,GCash,Walk-in,Seven Seas,371.57,1,25,2023-02-28,2023-02-06
TXN-00323,Chainsaw Man,Fantasy,Brand New,GCash,Walk-in,Kodansha,347.09,1,36,2023-02-21,2023-01-26
TXN-00324,One-Punch Man,Horror,Brand New,GCash,Online,Shueisha,175.97,4,21,2024-08-21,2024-08-15
TXN-00325,Tokyo Ghoul,Sci-Fi,Brand New,Credit Card,Walk-in,Kadokawa,479.69,4,30,2024-05-03,2024-04-27
TXN-00326,Dragon Ball,Comedy,Brand New,Cash,Walk-in,Yen Press,382.05,4,24,2024-05-29,2024-05-23
TXN-00327,Demon Slayer,Mystery,Second-Hand,Credit Card,Online,Seven Seas,299.46,1,44,2024-06-27,2024-06-24
TXN-00328,Naruto,Mystery,Brand New,Cash,Walk-in,Shueisha,325.27,1,42,2023-06-11,2023-05-22
TXN-00329,One-Punch Man,Mystery,Brand New,Cash,Walk-in,Dark Horse,238.82,4,30,2023-02-28,2023-01-31
TXN-00330,Berserk,Mystery,Brand New,GCash,Walk-in,Shueisha,161.48,5,22,2024-06-04,2024-05-22
TXN-00331,Vinland Saga,Sports,Brand New,GCash,Walk-in,Kadokawa,210.19,5,28,2023-03-24,2023-03-04
TXN-00332,JoJo's Bizarre Adventure,Mystery,Brand New,GCash,Online,Shueisha,391.03,2,7,2023-07-10,2023-06-18
TXN-00333,Death Note,Mystery,Brand New,GCash,Online,Seven Seas,56.48,3,35,2023-03-12,2023-03-04
TXN-00334,Chainsaw Man,Mystery,Brand New,GCash,Walk-in,Shueisha,102.23,5,28,2024-09-01,2024-08-16
TXN-00335,Hunter x Hunter,Drama,Brand New,Cash,Online,Shueisha,70.7,1,14,2023-03-11,2023-02-09
TXN-00336,Vinland Saga,Sports,Second-Hand,GCash,Walk-in,Shueisha,68.33,5,10,2024-11-22,2024-11-03
TXN-00337,Fullmetal Alchemist,Action,Brand New,Maya,Walk-in,Viz Media,434.96,2,16,2023-08-29,2023-08-24
TXN-00338,One Piece,Fantasy,Second-Hand,GCash,Walk-in,Yen Press,366.65,2,16,2024-02-18,2024-02-10
TXN-00339,Attack on Titan,Fantasy,Brand New,GCash,Walk-in,Dark Horse,263.38,3,31,2023-05-03,2023-04-18
TXN-00340,Demon Slayer,Sci-Fi,Brand New,GCash,Walk-in,Kadokawa,94.03,5,42,2024-08-06,2024-07-16
TXN-00341,My Hero Academia,Drama,Brand New,Maya,Online,Dark Horse,271.23,1,25,2023-09-10,2023-09-01
TXN-00342,Naruto,Slice of Life,Brand New,Cash,Online,Viz Media,263.06,1,13,2024-08-15,2024-07-31
TXN-00343,My Hero Academia,Fantasy,Brand New,Credit Card,Walk-in,Viz Media,127.94,4,6,2024-08-31,2024-08-22
TXN-00344,One-Punch Man,Romance,Second-Hand,Credit Card,Online,Seven Seas,245.23,1,44,2023-02-10,2023-01-19
TXN-00345,Chainsaw Man,Slice of Life,Second-Hand,Credit Card,Online,Viz Media,229.33,3,9,2024-09-26,2024-09-25
TXN-00346,Berserk,Mystery,Brand New,Cash,Online,Yen Press,327.13,3,45,2023-03-25,2023-02-24
TXN-00347,Berserk,Mystery,Brand New,Credit Card,Online,Viz Media,335.79,1,36,2024-03-05,2024-02-08
TXN-00348,Tokyo Ghoul,Sports,Second-Hand,Cash,Walk-in,Shueisha,70.39,1,43,2024-11-04,2024-10-20
TXN-00349,Dragon Ball,Slice of Life,Brand New,GCash,Online,Dark Horse,218.58,4,20,2024-08-20,2024-07-22
TXN-00350,Jujutsu Kaisen,Romance,Brand New,Credit Card,Online,Kodansha,331.64,1,18,2024-08-01,2024-07-22
TXN-00351,My Hero Academia,Sports,Brand New,Cash,Online,Kadokawa,276.41,4,43,2024-06-19,2024-05-28
TXN-00352,Dragon Ball,Sci-Fi,Second-Hand,Debit Card,Walk-in,Viz Media,435.42,4,21,2023-11-20,2023-11-02
TXN-00353,Vinland Saga,Slice of Life,Second-Hand,Cash,Walk-in,Dark Horse,346.41,1,4,2023-09-25,2023-09-19
TXN-00354,Mob Psycho 100,Drama,Brand New,Debit Card,Walk-in,Seven Seas,123.32,2,33,2023-07-29,2023-07-26
TXN-00355,Fullmetal Alchemist,Mystery,Second-Hand,GCash,Walk-in,Viz Media,81.76,2,27,2024-11-16,2024-11-01
TXN-00356,Tokyo Ghoul,Mystery,Second-Hand,Cash,Walk-in,Yen Press,339.09,4,7,2023-11-18,2023-11-06
TXN-00357,Death Note,Horror,Brand New,Cash,Online,Viz Media,61.93,1,6,2023-09-02,2023-08-14
TXN-00358,Naruto,Sports,Brand New,Maya,Walk-in,Viz Media,313.6,2,15,2023-09-29,2023-09-19
TXN-00359,Death Note,Action,Brand New,Cash,Online,Viz Media,473.1,1,18,2024-02-10,2024-01-20
TXN-00360,Jujutsu Kaisen,Action,Second-Hand,Cash,Walk-in,Seven Seas,308.96,1,32,2023-05-15,2023-05-01
TXN-00361,Dragon Ball,Sports,Brand New,GCash,Online,Viz Media,224.68,1,11,2024-11-18,2024-10-26
TXN-00362,Death Note,Drama,Second-Hand,Credit Card,Walk-in,Kadokawa,339.48,5,20,2024-10-22,2024-10-13
TXN-00363,Bleach,Comedy,Brand New,GCash,Walk-in,Dark Horse,256.21,1,24,2023-11-04,2023-10-20
TXN-00364,Fullmetal Alchemist,Sports,Second-Hand,Cash,Online,Yen Press,295.53,5,15,2024-04-13,2024-03-16
TXN-00365,One Piece,Drama,Brand New,Cash,Online,Viz Media,473.66,4,48,2023-11-20,2023-11-10
TXN-00366,One Piece,Sci-Fi,Brand New,Cash,Online,Viz Media,223.75,2,7,2023-03-16,2023-03-09
TXN-00367,Jujutsu Kaisen,Mystery,Second-Hand,Cash,Walk-in,Viz Media,482.54,2,21,2023-01-10,2022-12-28
TXN-00368,Vinland Saga,Romance,Second-Hand,GCash,Walk-in,Viz Media,457.41,2,42,2024-04-14,2024-03-17
TXN-00369,Chainsaw Man,Comedy,Second-Hand,Credit Card,Online,Shueisha,138.11,2,26,2024-09-28,2024-09-12
TXN-00370,Dragon Ball,Slice of Life,Brand New,Cash,Walk-in,Shueisha,81.21,2,44,2024-07-30,2024-07-26
TXN-00371,Death Note,Comedy,Second-Hand,GCash,Online,Kodansha,95.35,2,14,2023-04-13,2023-04-05
TXN-00372,Fullmetal Alchemist,Romance,Brand New,GCash,Walk-in,Viz Media,58.2,2,37,2023-03-17,2023-03-04
TXN-00373,Attack on Titan,Horror,Brand New,Maya,Walk-in,Kodansha,92.5,4,21,2024-07-04,2024-06-15
TXN-00374,One-Punch Man,Mystery,Brand New,Maya,Walk-in,Kadokawa,357.35,1,18,2023-08-07,2023-07-26
TXN-00375,Black Clover,Action,Brand New,Debit Card,Walk-in,Kodansha,82.03,3,5,2024-06-02,2024-05-14
TXN-00376,Tokyo Ghoul,Drama,Brand New,Cash,Online,Dark Horse,193.54,5,3,2023-09-29,2023-09-19
TXN-00377,Vinland Saga,Sports,Second-Hand,Cash,Online,Shueisha,430.19,3,23,2023-05-16,2023-04-23
TXN-00378,Fullmetal Alchemist,Sports,Brand New,GCash,Walk-in,Shueisha,60.47,3,26,2023-12-24,2023-12-14
TXN-00379,JoJo's Bizarre Adventure,Action,Second-Hand,Cash,Online,Viz Media,416.51,1,37,2023-03-12,2023-03-11
TXN-00380,Chainsaw Man,Comedy,Brand New,GCash,Walk-in,Viz Media,176.83,1,24,2023-09-08,2023-08-12
TXN-00381,My Hero Academia,Mystery,Brand New,Credit Card,Walk-in,Kadokawa,103.17,1,49,2024-01-14,2023-12-23
TXN-00382,Hunter x Hunter,Fantasy,Brand New,Debit Card,Walk-in,Yen Press,363.53,2,19,2023-10-19,2023-10-06
TXN-00383,Hunter x Hunter,Drama,Second-Hand,Debit Card,Online,Kadokawa,333.02,4,25,2023-06-11,2023-06-02
TXN-00384,Jujutsu Kaisen,Sci-Fi,Second-Hand,GCash,Online,Dark Horse,444.86,2,21,2024-03-24,2024-03-23
TXN-00385,Mob Psycho 100,Romance,Second-Hand,Credit Card,Online,Viz Media,380.78,4,12,2024-07-10,2024-06-21
TXN-00386,Tokyo Ghoul,Comedy,Second-Hand,GCash,Online,Viz Media,411.57,4,41,2024-12-21,2024-11-23
TXN-00387,Jujutsu Kaisen,Slice of Life,Brand New,Cash,Online,Kadokawa,176.92,3,33,2023-11-06,2023-10-15
TXN-00388,Death Note,Horror,Brand New,Credit Card,Online,Kadokawa,129.85,3,4,2024-09-18,2024-08-24
TXN-00389,Death Note,Sports,Second-Hand,Cash,Online,Kadokawa,387.78,4,42,2024-10-31,2024-10-07
TXN-00390,Dragon Ball,Comedy,Brand New,GCash,Online,Shueisha,413.08,4,7,2024-06-25,2024-06-23
TXN-00391,Vinland Saga,Horror,Brand New,GCash,Walk-in,Kodansha,495.73,2,22,2023-01-09,2022-12-10
TXN-00392,Tokyo Ghoul,Romance,Brand New,Credit Card,Walk-in,Kodansha,235.68,2,33,2024-11-14,2024-10-25
TXN-00393,Tokyo Ghoul,Sports,Brand New,Credit Card,Walk-in,Viz Media,217.41,3,17,2024-07-21,2024-06-27
TXN-00394,Naruto,Sports,Brand New,GCash,Walk-in,Shueisha,399.39,1,24,2023-11-03,2023-10-18
TXN-00395,JoJo's Bizarre Adventure,Fantasy,Brand New,Debit Card,Online,Kadokawa,203.36,4,34,2024-11-10,2024-10-14
TXN-00396,Vinland Saga,Comedy,Brand New,Cash,Walk-in,Viz Media,468.84,2,28,2023-04-17,2023-03-19
TXN-00397,One-Punch Man,Mystery,Brand New,GCash,Online,Shueisha,436.29,3,43,2023-05-18,2023-04-19
TXN-00398,Demon Slayer,Action,Brand New,Credit Card,Walk-in,Dark Horse,243.05,2,41,2023-09-28,2023-09-18
TXN-00399,Vinland Saga,Action,Brand New,Credit Card,Walk-in,Yen Press,387.89,4,39,2023-04-29,2023-04-04
TXN-00400,Fullmetal Alchemist,Sci-Fi,Second-Hand,Maya,Walk-in,Shueisha,389.54,4,22,2023-04-20,2023-03-25
TXN-00401,Spy x Family,Slice of Life,Brand New,Cash,Online,Seven Seas,96.41,5,49,2024-07-20,2024-07-12
TXN-00402,Black Clover,Horror,Brand New,Credit Card,Walk-in,Viz Media,456.15,1,17,2023-06-09,2023-05-20
TXN-00403,JoJo's Bizarre Adventure,Comedy,Second-Hand,Credit Card,Walk-in,Kodansha,277.36,5,34,2023-10-06,2023-09-10
TXN-00404,Black Clover,Drama,Brand New,Maya,Online,Seven Seas,421.91,3,6,2023-10-16,2023-10-04
TXN-00405,Attack on Titan,Slice of Life,Brand New,Cash,Online,Kadokawa,194.02,2,46,2024-09-11,2024-09-03
TXN-00406,One-Punch Man,Fantasy,Second-Hand,Credit Card,Walk-in,Yen Press,452.99,3,6,2023-08-04,2023-07-14
TXN-00407,One-Punch Man,Sports,Brand New,GCash,Walk-in,Dark Horse,225.14,4,34,2023-12-18,2023-12-11
TXN-00408,Fullmetal Alchemist,Mystery,Second-Hand,Cash,Walk-in,Yen Press,54.88,5,1,2023-07-28,2023-07-08
TXN-00409,Tokyo Ghoul,Comedy,Second-Hand,GCash,Online,Yen Press,457.42,5,10,2024-12-04,2024-11-25
TXN-00410,Naruto,Slice of Life,Brand New,GCash,Walk-in,Shueisha,91.08,5,21,2024-10-11,2024-09-19
TXN-00411,Black Clover,Slice of Life,Brand New,GCash,Walk-in,Viz Media,193.69,3,5,2023-09-28,2023-09-03
TXN-00412,Demon Slayer,Mystery,Brand New,Debit Card,Walk-in,Viz Media,477.53,4,2,2024-06-01,2024-05-08
TXN-00413,One Piece,Sci-Fi,Brand New,GCash,Walk-in,Yen Press,477.77,2,22,2024-05-15,2024-04-20
TXN-00414,Vinland Saga,Horror,Brand New,Credit Card,Online,Kadokawa,308.05,2,48,2023-09-15,2023-08-24
TXN-00415,Spy x Family,Horror,Brand New,GCash,Walk-in,Viz Media,334.33,3,2,2023-02-22,2023-01-31
TXN-00416,Attack on Titan,Slice of Life,Brand New,Cash,Walk-in,Yen Press,251.8,5,10,2023-04-05,2023-03-09
TXN-00417,Demon Slayer,Romance,Brand New,Cash,Walk-in,Viz Media,181.94,1,34,2024-10-11,2024-10-06
TXN-00418,Demon Slayer,Slice of Life,Brand New,GCash,Walk-in,Kadokawa,197.9,3,16,2024-03-09,2024-02-17
TXN-00419,Black Clover,Slice of Life,Brand New,GCash,Walk-in,Dark Horse,352.63,3,48,2023-10-11,2023-10-07
TXN-00420,Spy x Family,Mystery,Brand New,Cash,Online,Seven Seas,388.57,4,39,2023-02-15,2023-01-17
TXN-00421,Hunter x Hunter,Sports,Second-Hand,GCash,Online,Yen Press,406.21,2,22,2023-01-04,2022-12-14
TXN-00422,Spy x Family,Mystery,Brand New,GCash,Online,Kodansha,405.33,3,12,2023-12-08,2023-11-17
TXN-00423,Jujutsu Kaisen,Comedy,Brand New,Cash,Online,Kodansha,91.04,3,24,2023-05-14,2023-05-12
TXN-00424,Bleach,Slice of Life,Second-Hand,GCash,Online,Yen Press,272.49,5,47,2024-10-14,2024-10-04
TXN-00425,Demon Slayer,Horror,Brand New,Cash,Walk-in,Shueisha,75.9,5,40,2023-09-26,2023-08-31
TXN-00426,Death Note,Drama,Brand New,Maya,Online,Dark Horse,297.29,1,38,2023-06-15,2023-05-31
TXN-00427,Chainsaw Man,Horror,Brand New,Debit Card,Online,Shueisha,248.69,4,10,2024-03-28,2024-03-26
TXN-00428,Jujutsu Kaisen,Action,Brand New,Credit Card,Online,Seven Seas,449.47,1,35,2024-07-18,2024-06-29
TXN-00429,Tokyo Ghoul,Sci-Fi,Brand New,Cash,Walk-in,Kodansha,207.91,5,49,2024-12-23,2024-12-11
TXN-00430,Chainsaw Man,Fantasy,Brand New,Credit Card,Walk-in,Kadokawa,102.68,2,32,2024-03-13,2024-02-18
TXN-00431,Naruto,Comedy,Brand New,Debit Card,Online,Yen Press,114.35,5,7,2024-07-28,2024-07-23
TXN-00432,JoJo's Bizarre Adventure,Comedy,Second-Hand,Credit Card,Online,Seven Seas,392.68,4,21,2023-01-10,2023-01-07
TXN-00433,Berserk,Sci-Fi,Brand New,Cash,Online,Viz Media,328.2,5,20,2023-04-25,2023-03-26
TXN-00434,Tokyo Ghoul,Drama,Brand New,Credit Card,Walk-in,Kodansha,95.51,4,26,2023-03-19,2023-03-09
TXN-00435,Jujutsu Kaisen,Fantasy,Second-Hand,Debit Card,Walk-in,Dark Horse,87.85,4,4,2024-12-08,2024-11-27
TXN-00436,Black Clover,Sports,Brand New,GCash,Walk-in,Kodansha,365.44,4,46,2023-06-02,2023-05-09
